SK_ID_CURR,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
170962,-2113.8333333333335,0.0,31187.0,-1685.6666666666667,0.0,0.0,68672.8125,0.0,0.0,0.0,-13.0,
170971,-835.3333333333334,0.0,676.0,-947.5,0.0,0.0,419025.75,1067363.685,0.0,0.0,-16.0,
170975,-2239.0,0.0,-1996.0,-1996.0,,0.0,63090.0,0.0,0.0,0.0,-1989.0,
170978,,,,,,0.0,,0.0,,0.0,,
171010,-2158.6666666666665,0.0,-2013.0,-1459.3333333333333,0.0,0.0,28344.0,0.0,0.0,0.0,-283.0,
171062,-975.1428571428571,0.0,2377.0,-856.75,0.0,0.0,950781.5742857142,51417.0,0.0,0.0,-7.0,31500.0
171083,-1375.0,0.0,6385.0,-506.0,0.0,0.0,1446672.42,3501310.5,0.0,0.0,-18.0,
171155,-877.0,0.0,-264.0,-498.6666666666667,42300.0,0.0,239337.0,0.0,0.0,0.0,-259.0,
171183,-700.75,0.0,884.0,-491.5,0.0,0.0,761996.25,782835.615,0.0,0.0,-17.0,
171186,-982.0,0.0,1319.0,-786.6666666666666,,0.0,222617.04545454544,275778.0,0.0,0.0,-17.0,8804.25
171192,-1336.0,0.0,1019.0,-1673.5,,0.0,229516.2,843723.0,0.0,0.0,-14.0,
171200,-1497.076923076923,0.0,9533.0,-959.2,8914.5,0.0,1007472.8076923077,0.0,0.0,0.0,-25.0,
171275,-593.0,0.0,45.0,-500.0,,0.0,692707.5,147186.0,,0.0,-26.0,0.0
171283,-563.0,0.0,526.0,-878.0,,0.0,331080.75,273213.0,0.0,0.0,-7.0,8201.25
171302,-400.0,0.0,915.0,-391.0,9460.665,0.0,353016.0,357039.0,0.0,0.0,-20.0,23862.0
171493,-1382.6666666666667,0.0,1607.0,-1566.25,0.0,0.0,817069.5,3681859.5,0.0,0.0,-8.0,22458.214285714286
171547,-946.6666666666666,0.0,266.0,-919.5,0.0,0.0,329687.32,657508.5,0.0,0.0,-36.0,
171548,-907.3,0.0,100.0,-671.4,5097.51,0.0,82908.117,0.0,0.0,0.0,-177.0,0.0
171589,-1348.25,0.0,-958.0,-1079.0,20.79,0.0,140164.875,353205.0,6795.0,0.0,-10.0,13500.0
171600,,,,,,0.0,,0.0,,0.0,,
171629,-1127.0,0.0,155.0,-57.0,,0.0,1889554.5,108909.0,0.0,0.0,-54.0,0.0
171762,-1426.6666666666667,0.0,120.0,-1387.5,0.0,0.0,30852.0,62550.0,0.0,0.0,-108.0,
171779,-1302.4,0.0,1467.0,-913.25,,0.0,1102500.0,2479410.0,0.0,0.0,-12.0,28336.5
171814,-1690.75,0.0,325.0,-1679.3333333333333,0.0,0.0,523836.0,244467.0,0.0,0.0,-12.0,4464.0
171868,-826.6666666666666,0.0,121.0,-697.875,0.0,0.0,59771.189999999995,38380.5,0.0,0.0,-30.0,2610.75
171936,-834.5,0.0,1380.0,-671.6,19717.2,0.0,587061.195,1305130.5,0.0,0.0,-19.0,8749.995
171979,-1056.9,0.0,1417.0,-1030.0,45.0,0.0,165352.9725,66389.985,179562.51,0.0,-159.0,
172002,-1103.0,0.0,894.0,-924.5,0.0,0.0,643051.5,1513431.0,0.0,0.0,-28.0,
172006,-94.0,0.0,31164.0,,0.0,0.0,22500.0,50395.14,0.0,0.0,-28.0,
172015,-862.0,0.0,232.0,-842.0,20532.015,0.0,210657.735,0.0,0.0,0.0,-41.0,
172069,-448.0,0.0,-107.0,-323.0,0.0,0.0,84855.0,0.0,0.0,0.0,-96.0,0.0
172127,-1043.5,0.0,3249.0,-1300.0,0.0,0.0,1476541.935,1242000.0,0.0,0.0,-16.0,
172151,-391.0,0.0,1529.0,-76.0,,0.0,562200.0,1364931.0,0.0,0.0,-10.0,
172173,-719.6666666666666,0.0,5402.0,-432.25,0.0,0.0,2410889.0925,57631.5,10447.785,0.0,-18.0,
172177,-1696.0,0.0,208.0,-1564.2857142857142,,0.0,3153774.5,10201891.5,0.0,0.0,-26.0,
172188,-1253.625,0.0,9871.0,-1434.8,0.0,0.0,789694.3125,4124434.5,1041504.93,0.0,-11.0,8921.95875
172189,-640.6666666666666,0.0,31079.0,,,0.0,860193.0,1783579.5,0.0,0.0,-9.0,
172259,-2366.0,0.0,-819.0,-1268.5,,0.0,740250.0,0.0,0.0,0.0,-1122.0,
172296,-1452.25,0.0,83.0,-1420.3333333333333,0.0,0.0,511875.0,309584.115,0.0,0.0,-147.0,0.0
172387,-651.0,0.0,1111.0,,5440.5,0.0,625500.0,947326.5,1781.1,0.0,-6.0,
172526,-1200.857142857143,0.0,1587.0,-1395.0,0.0,0.0,731133.0,2957485.5,0.0,0.0,-2.0,22165.2
172531,-1088.4,0.0,1273.0,-1583.0,0.0,0.0,610828.2,257116.5,0.0,0.0,-7.0,
172642,,,,,,0.0,,0.0,,0.0,,
172740,-850.7142857142857,0.0,1439.0,-941.6666666666666,4856.49,0.0,118043.40214285713,335137.185,0.0,0.0,-24.0,
172802,-561.0,0.0,-241.0,-221.0,8.91,0.0,432000.0,580513.5,0.0,0.0,-16.0,
172865,,,,,,0.0,,0.0,,0.0,,
172884,-435.6666666666667,0.0,1487.0,-453.0,0.0,0.0,216192.75,38772.0,0.0,0.0,-18.0,
172964,-593.0,0.0,1709.0,-599.0,,0.0,401546.448,901557.0,0.0,0.0,-9.0,
172982,-1269.3636363636363,0.0,1388.0,-710.3333333333334,,0.0,154430.66863636364,868003.155,135000.0,0.0,-1.0,
172986,-1628.0,0.0,1133.0,-1753.8,5839.29,0.0,394908.1875,2078631.0,0.0,0.0,-19.0,4193.4375
173026,,,,,,0.0,,0.0,,0.0,,
173169,-917.0,0.0,903.0,,0.0,0.0,2702250.0,1602634.5,0.0,0.0,-9.0,
173185,-1081.5,0.0,3243.0,-1414.0,0.0,0.0,609644.25,1939990.5,0.0,0.0,-17.0,
173297,-683.2,0.0,1555.0,-199.66666666666666,,0.0,630900.0,596655.0,0.0,0.0,-9.0,
173308,-918.8,0.0,1452.0,-521.3333333333334,,0.0,425496.6,1115793.0,0.0,0.0,-19.0,
173365,-1467.6666666666667,0.0,1.0,-1088.5,60797.835,0.0,275575.455,0.0,0.0,0.0,-18.0,
173423,-1531.4,0.0,7393.0,-1016.3333333333334,,0.0,1763955.0,5804901.0,0.0,0.0,-20.0,0.0
173495,-542.0,0.0,11.0,-700.0,0.0,0.0,97742.16,12657.69,0.0,0.0,-10.0,
173512,-2033.0,0.0,535.0,-1681.0,,0.0,223110.0,344542.5,0.0,0.0,-18.0,
173570,-1092.4615384615386,0.0,31087.0,-723.8,,0.0,489153.46153846156,1615617.0,0.0,0.0,-15.0,51006.75
173601,-1087.142857142857,0.0,1384.0,-1533.3333333333333,0.0,0.0,206625.05357142858,751738.5,0.0,0.0,-27.0,
173632,-1393.7857142857142,0.0,1584.0,-879.0,0.0,0.0,591271.2642857142,3740899.5,0.0,0.0,-6.0,47471.78571428572
173638,-2093.0,0.0,226.0,-1490.0,0.0,0.0,175713.08399999997,0.0,0.0,0.0,-166.0,
173766,-1745.0,0.0,973.0,-1725.6666666666667,0.0,0.0,133558.875,251095.5,0.0,0.0,-31.0,
173804,-1236.857142857143,0.0,760.0,-856.75,0.0,0.0,731485.2857142857,1878813.0,0.0,0.0,-60.0,
173806,-703.1666666666666,0.0,3319.0,-699.3333333333334,0.0,0.0,1460302.5,6274062.495,0.0,0.0,-18.0,
173838,-1518.6666666666667,0.0,8854.0,-851.5,32800.5,1.0,215400.0,0.0,,0.0,-17.0,
173881,-1472.0,0.0,864.0,-1371.8,7195.455,0.0,252928.82571428572,915273.0,0.0,0.0,-15.0,
173888,-67.0,0.0,237.0,,0.0,0.0,65434.5,59326.29,0.0,0.0,-21.0,7195.5
173914,-951.625,0.0,869.0,-1090.0,168.435,0.0,620092.24875,1219985.325,0.0,0.0,-12.0,
173931,-829.0,0.0,10136.0,-377.0,3852.0,0.0,587250.0,1251463.5,0.0,0.0,-4.0,
173953,-1284.625,0.0,31056.0,-973.5714285714286,0.0,0.0,88511.0625,151524.0,0.0,0.0,-25.0,
173966,-675.7142857142857,0.0,933.0,-505.5,0.0,0.0,321400.9285714286,1233238.5,0.0,0.0,-8.0,5919.75
173988,-417.6666666666667,0.0,6881.0,,0.0,0.0,2204550.0,4673088.0,0.0,0.0,-11.0,
173997,-747.0,0.0,222.0,-1017.0,7576.695,0.0,85566.015,188599.5,654.795,0.0,-47.0,
174021,-2110.5,0.0,-1593.0,-1691.5,,0.0,255026.25,0.0,,0.0,-1603.0,
174056,,,,,,0.0,,0.0,,0.0,,
174058,-439.5,0.0,1115.0,,,0.0,148790.25,243665.14500000002,,0.0,-9.0,12660.75
174228,-950.125,0.0,8836.0,-481.5,8928.0,0.0,686739.375,458685.0,18310.5,0.0,-11.0,3187.501875
174236,-1132.2307692307693,0.0,1269.0,-1162.142857142857,0.0,2.0,180280.34999999998,537021.0,0.0,0.0,-25.0,
174240,-1286.6470588235295,0.0,801.0,-1174.8,0.0,0.0,348578.20588235295,689224.5,0.0,0.0,-24.0,
174294,-1472.0,0.0,31115.0,-1227.7692307692307,7200.585,0.0,134327.865,928863.0,13481.595,0.0,-13.0,
174303,,,,,,0.0,,0.0,,0.0,,
174354,-1465.0,0.0,30940.0,-1138.375,49036.5,0.0,433719.96428571426,1665805.5,8647.47,0.0,-7.0,6595.369615384615
174411,-1813.5,0.0,-545.0,-980.5,,0.0,223915.5,0.0,0.0,0.0,-913.0,
174417,-1524.0,0.0,265.0,-1012.1428571428571,0.0,0.0,475608.85199999996,137126.925,0.0,0.0,-9.0,
174426,-1995.0,0.0,30994.0,-1773.0,2647.26,0.0,104652.4875,0.0,450000.0,0.0,-20.0,13649.265
174583,-550.5,0.0,-13.0,-225.0,0.0,0.0,101529.99,0.0,0.0,0.0,-6.0,
174623,-1745.2222222222222,0.0,9102.0,-1126.5,12762.0,1.0,399305.5,954342.0,0.0,0.0,-10.0,
174653,-816.8,0.0,1683.0,-733.0,,0.0,598374.9,2229282.0,0.0,0.0,-6.0,
174663,-411.5,0.0,1292.0,-128.0,0.0,0.0,1064301.75,1059106.5,0.0,0.0,-17.0,23700.015
174734,-527.7272727272727,0.0,410.0,-332.0,0.0,0.0,113581.63636363637,105772.5,257518.035,0.0,-6.0,
174751,-786.5714285714286,0.0,1201.0,-208.33333333333334,27742.455,1.0,607179.2142857143,2360970.0,45000.0,0.0,-22.0,18942.0
174765,-1094.0,0.0,1673.0,-957.1764705882352,135.0,0.0,295273.6875,3167910.0,0.0,0.0,-7.0,10988.55
174821,-518.6,0.0,31139.0,-334.5,0.0,0.0,234448.2,408489.885,0.0,0.0,-43.0,
174902,-975.0,0.0,27423.0,-841.0,2866.5,2.0,479924.19999999995,1355013.0,398250.0,0.0,-11.0,
174904,-339.0,0.0,1362.0,,0.0,0.0,252021.0,207595.125,0.0,0.0,-6.0,
174980,,,,,,0.0,,0.0,,0.0,,
175022,,,,,,0.0,,0.0,,0.0,,
175118,-739.5,0.0,5189.0,-491.6666666666667,,0.0,822296.25,4327965.0,0.0,0.0,-8.0,0.0
175148,-1680.2,0.0,1729.0,-1957.0,15394.5,0.0,724619.1599999999,1717789.5,71865.0,0.0,-12.0,
175167,-2031.0,0.0,-1011.0,-1087.6666666666667,0.0,0.0,100852.5,0.0,,0.0,-1005.0,0.0
175185,-674.5,0.0,2523.0,,0.0,0.0,2610000.0,0.0,,0.0,-14.0,11803.275
175202,-983.9090909090909,0.0,1026.0,-948.75,0.0,0.0,242471.33181818182,495765.0,174249.0,0.0,-25.0,
175224,-1831.8333333333333,0.0,657.0,-1463.5,,0.0,396658.5,338733.0,0.0,0.0,-27.0,6195.6
175293,-1643.3333333333333,0.0,632.0,-1630.4,8089.695,0.0,90763.27500000001,182520.0,0.0,0.0,-60.0,
175417,-1046.125,0.0,1711.0,-781.25,0.0,0.0,835584.75,2916351.0,0.0,0.0,-22.0,
175451,-1315.1666666666667,0.0,1271.0,-1261.0,0.0,0.0,3387765.0,3238857.0,0.0,0.0,-29.0,15210.0
175452,-1284.2,0.0,1.0,-1002.75,0.0,0.0,219353.796,67500.0,0.0,0.0,-25.0,
175458,-1660.0,0.0,-929.0,-1191.0,,0.0,232132.5,0.0,0.0,0.0,-1190.0,0.0
175504,-1497.142857142857,0.0,1618.0,-1683.2,,0.0,1217690.357142857,5191060.5,0.0,0.0,-12.0,17013.6
175560,-522.3333333333334,0.0,985.0,-546.5,0.0,0.0,307045.88999999996,698904.0,0.0,0.0,-24.0,19650.0
175613,-294.6666666666667,0.0,839.0,-198.0,0.0,0.0,450000.0,823662.0,0.0,0.0,-6.0,
175620,-1556.125,0.0,30962.0,-1078.3333333333333,,0.0,1101904.3125,2117358.0,0.0,0.0,-10.0,131226.42857142858
175663,-1309.8,0.0,1553.0,-1179.6666666666667,14534.955,0.0,1059014.8665,2283759.765,3346.695,0.0,-11.0,
175667,-778.5,0.0,4595.0,-429.0,0.0,0.0,2164732.875,6565630.5,0.0,0.0,-23.0,
175679,-1313.25,0.0,1550.0,-824.6363636363636,277.83,0.0,740041.4812500001,1371938.625,135219.375,0.0,-20.0,
175697,-900.5,0.0,936.0,-879.0,0.0,0.0,464107.995,0.0,0.0,0.0,-6.0,
175710,-858.6666666666666,0.0,-53.0,-715.0,,0.0,175567.245,0.0,,0.0,-355.0,
175726,-1135.8,0.0,1067.0,-964.3333333333334,0.0,0.0,129533.724,277452.0,0.0,0.0,-10.0,0.0
175727,-739.6666666666666,0.0,463.0,-545.25,0.0,0.0,131040.0,81661.5,0.0,0.0,-24.0,
175766,-1542.2631578947369,0.0,2300.0,-1711.1,2916.0,0.0,369438.8778947368,3343607.82,0.0,0.0,-4.0,15616.474999999999
175780,,,,,,0.0,,0.0,,0.0,,
175790,-1422.5,0.0,1427.0,-1654.5,10575.0,0.0,565913.25,1829308.5,0.0,0.0,-32.0,
175824,,,,,,0.0,,0.0,,0.0,,
175825,-1230.0,0.0,31193.0,-1112.5,0.0,0.0,416956.8,0.0,0.0,0.0,-34.0,
175869,-1568.0,0.0,-1203.0,-857.0,,0.0,900000.0,0.0,0.0,0.0,-836.0,
175894,-1613.0,115.0,12823.0,-1270.7777777777778,7069.5,1.0,150916.64727272728,211396.5,0.0,31.5,-39.0,
176166,-306.75,0.0,1077.0,-298.0,8910.0,0.0,186840.61875,1164181.5,5337.945,0.0,-8.0,
176207,-428.0,0.0,3474.0,-330.0,0.0,0.0,246750.0,392652.0,0.0,0.0,-48.0,0.0
176304,,,,,,0.0,,0.0,,0.0,,
176388,-670.0,0.0,1457.0,-590.25,0.0,0.0,689343.8925,348232.5,45000.0,0.0,-2.0,9685.845
176402,-2234.0,0.0,8842.0,-1407.0,,0.0,93618.0,0.0,,0.0,-1407.0,
176478,-177.0,0.0,1649.0,,,0.0,908100.0,863590.5,0.0,0.0,-19.0,
176549,-1423.3333333333333,0.0,8956.0,-1196.857142857143,33745.5,1.0,626661.4725,2637809.325,225189.675,0.0,-7.0,14031.0
176675,-892.8571428571429,0.0,27299.0,-570.0,0.0,0.0,351395.35714285716,1366852.095,801.405,0.0,-9.0,11078.357142857143
176680,,,,,,0.0,,0.0,,0.0,,
176721,-741.875,0.0,1380.0,-919.5,3266.46,0.0,172905.53625,10818.0,0.0,0.0,-15.0,
176729,-632.1428571428571,0.0,1017.0,-633.25,,0.0,220573.2857142857,630225.0,0.0,0.0,-13.0,
176854,-1576.2222222222222,0.0,669.0,-1288.3333333333333,0.0,0.0,417672.96,904666.5,0.0,0.0,-21.0,
176906,-1586.4,0.0,-603.0,-1679.0,0.0,0.0,78750.0,58500.0,0.0,0.0,-16.0,
176910,-1783.0,0.0,726.0,-1490.0,,0.0,457500.0,360000.0,0.0,0.0,-18.0,
176972,-61.0,0.0,10897.0,,0.0,0.0,38250.0,0.0,,0.0,-61.0,
176975,-1186.6,0.0,981.0,-1173.0,,0.0,715062.6,221589.0,0.0,0.0,-13.0,
177074,-1322.0,0.0,229.0,-632.0,,0.0,2099250.0,127516.5,0.0,0.0,-86.0,9444.105
177088,-870.5,0.0,47.0,-548.0,,0.0,254650.5,146943.0,0.0,0.0,-32.0,58441.5
177122,,,,,,0.0,,0.0,,0.0,,
177150,-906.0,0.0,1492.0,-899.8888888888889,0.0,0.0,57116.18076923077,96084.85500000001,15291.09,0.0,-13.0,1782.0
177169,-737.5,0.0,113.0,-646.5,4635.0,0.0,144986.625,73836.0,94500.0,0.0,-25.0,0.0
177184,-992.0,0.0,727.0,-735.0,0.0,0.0,147241.92857142858,164493.0,4500.0,0.0,-51.0,
177188,-1196.111111111111,0.0,-392.0,-925.125,0.0,0.0,77948.375,0.0,0.0,0.0,-386.0,
177232,-1552.857142857143,0.0,3504.0,-1682.0,0.0,0.0,1889498.4814285715,1669639.5,303601.5,0.0,-15.0,
177251,-1512.8333333333333,0.0,9020.0,-1070.4,0.0,1.0,994645.5,0.0,0.0,0.0,-36.0,0.0
177252,-1149.3333333333333,0.0,2087.0,-1010.0,2539.98,0.0,334212.92000000004,2311096.5,3326.13,0.0,-29.0,
177330,-692.4444444444445,0.0,10577.0,-562.5714285714286,0.0,0.0,351842.435,206478.0,1119.15,0.0,-10.0,
177332,-744.625,0.0,1318.0,-465.6666666666667,10746.99,0.0,116494.228125,600696.585,47555.505,0.0,-5.0,6817.5
177406,-472.4,0.0,1297.0,,,0.0,260407.8,949266.0,0.0,0.0,-27.0,
177440,-824.5,0.0,-144.0,-675.0,0.0,0.0,42347.25,0.0,0.0,0.0,-479.0,
177450,-210.5,0.0,70.0,,0.0,0.0,63409.5,36274.5,13500.0,0.0,-18.0,5825.8575
177455,-1135.0,0.0,27473.0,-858.5,0.0,0.0,488329.65,940748.4,375270.75,0.0,-7.0,
177521,,,,,,0.0,,0.0,,0.0,,
177527,-593.6,0.0,6741.0,,,0.0,1886400.0,9012078.0,0.0,0.0,-9.0,
177674,-1811.5,0.0,345.0,-1122.0,,0.0,337533.75,750195.0,0.0,0.0,-12.0,3510.0
177683,-38.0,0.0,146.0,,0.0,0.0,135000.0,135000.0,0.0,0.0,-36.0,19285.695
177790,-1653.5714285714287,0.0,1528.0,-1519.0,0.0,0.0,804857.1428571428,2368638.0,0.0,0.0,-43.0,
177868,,,,,,0.0,,0.0,,0.0,,
177884,-304.2,0.0,1594.0,-354.0,0.0,0.0,1000800.0,3126881.745,0.0,0.0,-16.0,44356.5
178187,-967.125,0.0,1055.0,-635.4,37391.76,1.0,782103.375,2085822.135,283.005,0.0,-7.0,16770.0
178199,-1081.4285714285713,0.0,57.0,-860.5,0.0,0.0,228615.66,121599.0,0.0,0.0,-13.0,
178219,,,,,,0.0,,0.0,,0.0,,
178237,-1082.0,0.0,1037.0,-1098.0,,0.0,79270.2,0.0,0.0,0.0,-21.0,
178301,-713.0,0.0,10480.0,,37287.0,0.0,612000.0,0.0,,0.0,-50.0,
178303,-938.125,0.0,1.0,-854.7142857142857,0.0,0.0,50871.6,14598.0,0.0,0.0,-22.0,
178316,-1219.2,0.0,347.0,-717.0,,0.0,304154.19,84643.02,0.0,0.0,-13.0,
178378,-1021.5,0.0,568.0,-481.5,0.0,0.0,3405375.0,0.0,0.0,0.0,-226.0,
178426,,,,,,0.0,,0.0,,0.0,,
178434,-658.5,0.0,31050.0,,,0.0,170212.5,154206.0,0.0,0.0,-5.0,
178508,,,,,,0.0,,0.0,,0.0,,
178515,-352.0,8.0,30928.0,-234.35714285714286,,0.0,51912.18,238657.5,13500.0,220.5,-5.0,16454.423076923078
178594,-468.0,0.0,6941.0,,0.0,0.0,4835250.0,9459148.5,54878.49,0.0,-14.0,
178695,-1496.3,0.0,1004.0,-991.7777777777778,7015.5,0.0,220504.5,0.0,0.0,0.0,-14.0,
178805,-488.1666666666667,0.0,30970.0,-439.3333333333333,0.0,0.0,399337.5,445995.0,0.0,0.0,-9.0,56700.0
178860,-962.0,0.0,-414.0,-840.0,,0.0,133515.0,0.0,0.0,0.0,-833.0,9828.0
178903,-489.2,0.0,1456.0,-132.0,0.0,0.0,216246.01499999998,555376.5,0.0,0.0,-32.0,
178935,-2053.9,0.0,963.0,-2061.25,0.0,0.0,361607.4,1290645.0,0.0,0.0,-39.0,
179017,,,,,,0.0,,0.0,,0.0,,
179039,-943.25,0.0,1019.0,-1166.25,0.0,0.0,1023447.09375,1504800.0,0.0,0.0,-9.0,
179042,-1589.6666666666667,0.0,9526.0,-2072.25,99.0,0.0,485750.0,1055317.5,0.0,0.0,-22.0,
179055,-1061.8235294117646,0.0,10492.0,-757.8571428571429,23908.5,1.0,424454.7679411764,1817379.0,112.5,0.0,-15.0,
179127,-1515.5,0.0,10661.0,-1766.0,0.0,0.0,256500.0,0.0,,0.0,-16.0,
179180,-650.4,0.0,2712.0,-489.75,0.0,0.0,1179287.136,6447606.795,4412.205,0.0,-31.0,
179251,-707.75,0.0,1700.0,-905.0,,0.0,707578.875,2628054.0,0.0,0.0,-6.0,18336.375
179270,-1282.5833333333333,0.0,1588.0,-780.25,0.0,0.0,455781.75,2854759.5,0.0,0.0,-7.0,12811.5
179303,,,,,,0.0,,0.0,,0.0,,
179335,-412.5,0.0,1796.0,-449.3333333333333,9512.64,0.0,750242.8125,4145886.0,0.0,0.0,-10.0,14217.935625
179399,-716.5714285714286,0.0,30913.0,-629.304347826087,0.0,0.0,194929.10035714283,1591992.63,0.0,0.0,-9.0,6838.591153846153
179495,-1636.8,0.0,1624.0,-1144.0,0.0,1.0,772195.5,4194648.0,619714.53,0.0,-15.0,
179536,-1093.357142857143,0.0,1628.0,-1098.5555555555557,0.0,0.0,658479.2110714286,3124201.3200000003,0.0,0.0,-7.0,34071.0
179584,-1278.3636363636363,0.0,31185.0,-1108.5,16673.715,0.0,67055.11363636363,194553.0,0.0,0.0,-2.0,
179610,-1997.0,0.0,5308.0,-1284.0,,0.0,1125000.0,0.0,0.0,0.0,-98.0,
179618,,,,,,0.0,,0.0,,0.0,,
179708,-615.4,0.0,6886.0,-539.6666666666666,0.0,0.0,962811.828,7919392.5,679500.0,0.0,-13.0,
179716,-747.0,0.0,10331.0,-633.3333333333334,67657.5,0.0,1235470.665,0.0,0.0,0.0,-37.0,
179772,-1803.8333333333333,0.0,31187.0,-1174.0,512703.0,0.0,1050750.0,1350000.0,0.0,0.0,-22.0,
179872,-180.0,0.0,-150.0,,,0.0,180000.0,0.0,0.0,0.0,-139.0,
180077,,,,,,0.0,,0.0,,0.0,,
180098,-2067.5,0.0,2217.0,-1621.0,0.0,0.0,120834.675,0.0,0.0,0.0,-781.0,
180112,,,,,,0.0,,0.0,,0.0,,
180123,-1327.0,0.0,10351.0,-1776.2,61132.5,0.0,658321.87,524452.5,34195.545,0.0,-21.0,
180124,-558.0,0.0,1567.0,-1464.0,0.0,0.0,153669.75,590647.5,3731.58,0.0,-3.0,3639.4500000000003
180143,-820.2857142857143,0.0,1076.0,-723.6,12341.835,1.0,410983.71428571426,75082.5,0.0,0.0,-31.0,
180219,-1593.5,0.0,1119.0,-1171.8,3788.82,0.0,194933.6865,129904.245,61936.65,0.0,-31.0,
180280,-1075.875,0.0,1146.0,-814.2,0.0,0.0,248065.3125,-1660.095,450450.0,0.0,-12.0,
180330,-884.0,0.0,-143.0,-325.5,,0.0,227250.0,0.0,,0.0,-240.0,
180461,-703.6,0.0,10841.0,-796.0,0.0,0.0,310476.6,335943.0,0.0,0.0,-9.0,10945.944
180476,-1142.5,0.0,4480.0,-1621.0,0.0,0.0,1605468.0,7835782.5,0.0,0.0,-13.0,7762.5
180490,-873.0,51.0,10662.0,-688.5,0.0,0.0,2510517.0,14311035.0,225000.0,355.5,-51.0,
180506,-761.0,0.0,1333.0,-1690.0,0.0,0.0,478848.375,99594.0,0.0,0.0,-3.0,
180553,-1740.3333333333333,0.0,353.0,-2297.0,,0.0,167400.0,350208.0,0.0,0.0,-9.0,
180569,-1634.0,0.0,869.0,-1646.0,17055.0,0.0,600787.8,1779106.5,0.0,0.0,-17.0,
180576,-245.25,0.0,27362.0,-171.8181818181818,4455.585,2.0,16147.5,44972.55,27.45,0.0,-7.0,45.0
180639,-1259.25,0.0,952.0,-1313.6470588235295,0.0,0.0,289843.09125,933831.0,0.0,0.0,-5.0,13467.078947368422
180642,-1411.0,0.0,1717.0,-1173.0,0.0,0.0,1687500.0,0.0,0.0,0.0,-104.0,
180785,-1113.095238095238,0.0,31144.0,-862.6153846153846,28170.36,0.0,887504.1257142858,4056957.0,45000.0,0.0,-12.0,
180806,-895.4285714285714,0.0,1524.0,-1231.6666666666667,,0.0,1032771.8571428572,4949334.0,0.0,0.0,-19.0,34281.0
180839,-1672.3,0.0,30936.0,-1276.857142857143,0.0,0.0,421209.8865,1115662.5,0.0,0.0,-18.0,11654.388
180842,-826.3333333333334,0.0,1650.0,-736.0,0.0,0.0,214279.65,225846.0,0.0,0.0,-53.0,
180849,-867.4285714285714,0.0,1322.0,-726.8,16789.5,0.0,732733.0714285715,1318405.5,0.0,0.0,-16.0,1684.8
180865,-786.0,0.0,1633.0,-159.0,0.0,0.0,450000.0,851049.0,0.0,0.0,-10.0,
180881,-1443.75,0.0,1040.0,-1584.3333333333333,,0.0,100517.625,168727.5,0.0,0.0,-38.0,
180996,-258.0,0.0,2271.0,,11986.965,0.0,3802500.0,7318575.0,0.0,0.0,-10.0,
181092,-791.2857142857143,0.0,193.0,-607.5714285714286,0.0,0.0,99360.64285714286,0.0,0.0,0.0,-171.0,0.0
181102,-1072.9,0.0,1590.0,-869.9,1862.685,0.0,74273.4,0.0,0.0,0.0,-92.0,0.0
181108,-984.0,0.0,364.0,,,0.0,90000.0,91224.0,0.0,0.0,-21.0,
181121,-374.3333333333333,0.0,1760.0,-556.0,,0.0,583105.5,1375699.5,0.0,0.0,-13.0,40294.5
181125,-346.5,0.0,1873.0,-349.0,16195.23,0.0,309540.4425,0.0,0.0,0.0,-8.0,
181156,-1467.9615384615386,0.0,1354.0,-1062.4285714285713,207.0,1.0,630909.0761538462,5059089.405,128276.595,0.0,-8.0,4980.09375
181198,-1184.75,0.0,1475.0,-955.5,,0.0,641294.4375,1759513.5,0.0,0.0,-46.0,
181233,-721.5333333333333,0.0,3480.0,-591.25,3069.0,0.0,101145.6,611370.0,0.0,0.0,-7.0,10500.0
181263,-584.0,0.0,-400.0,-553.0,,0.0,184500.0,0.0,0.0,0.0,-547.0,0.0
181295,-1525.0,0.0,-1187.0,-1017.0,0.0,0.0,225253.125,0.0,630979.02,0.0,-29.0,
181394,-1208.1875,0.0,1580.0,-1319.7777777777778,7128.0,0.0,382329.5625,3522276.0,0.0,0.0,-30.0,
181516,-1259.5,0.0,928.0,,0.0,1.0,394312.5,752484.51,30641.49,0.0,-17.0,31284.18
181562,-1076.0,0.0,-84.0,-83.0,4909.5,0.0,652500.0,168894.0,11106.0,0.0,-8.0,0.0
181632,-2401.0,0.0,-1671.0,-2352.0,,0.0,450000.0,0.0,0.0,0.0,-1360.0,0.0
181637,-1761.142857142857,0.0,1183.0,-1431.6666666666667,28611.0,0.0,613921.5,1454218.065,0.0,0.0,-3.0,23468.535000000003
181740,-1005.4444444444445,0.0,677.0,-723.25,0.0,0.0,450266.935,1234894.5,918.0,0.0,-7.0,
181773,-576.3333333333334,0.0,10804.0,-374.0,17005.815,0.0,267347.58,1308737.205,2142.0,0.0,-5.0,
181853,-183.0,0.0,971.0,,0.0,0.0,175950.0,262368.0,0.0,0.0,-48.0,11849.985
