SK_ID_CURR,TARGET,ORGANIZATION_TYPE,DAYS_CREDIT,REGION_POPULATION_RELATIVE,Days_Employed_Positive,LTV_Ratio,Age_at_Loan_Application,Credit_Length,Annuity_Over_Credit,Credit_Utilization_Ratio,AMT_CREDIT
207411,0,Business Entity Type 3,-758.2,0.072508,1698,1.0,159.5013698630137,2.0772602739726027,0.09742,0.1980651855575278,1125000.0
207454,0,Industry: type 4,-1621.571429,0.026392,669,1.0,166.4191780821918,4.442661449315069,0.032453333333333334,0.8747024009826027,675000.0
207484,0,Military,-1984.0,0.011657,5474,1.0,157.93150684931507,5.435616438356164,0.054395,0.0,900000.0
207571,0,Other,,0.032561,224,1.0,175.14794520547946,,0.042484,,1125000.0
207603,0,Bank,-1234.125,0.010147,1320,1.1452,157.48219178082192,3.381164383561644,0.028658323607336667,0.1322277406653307,1056447.0
207628,0,School,,0.010032,878,1.1188,149.6164383561644,,0.048105112620665,,755190.0
207652,0,Trade: type 7,-489.0,0.018029,650,1.158392156862745,151.74794520547945,1.3397260273972602,0.07901418463725922,0.15748280872592235,265851.0
207658,0,Business Entity Type 2,-1130.5,0.004849,4092,1.0,156.06027397260274,3.0972602739726027,0.02758529411764706,0.5270324605276061,1530000.0
207669,0,Transport: type 2,-1836.111111,0.04622,2121,1.1584,174.7945205479452,5.0304414,0.03475976716653512,0.4665263514199053,1824480.0
207705,0,Trade: type 3,-824.0,0.04622,1199,1.1583962264150944,179.44657534246576,2.2575342465753425,0.08064174607052692,0.0,276277.5
207778,0,Self-employed,-895.7142857,0.030755,380,1.1584,153.61369863013698,2.4540117416438356,0.04810658379373849,0.30409292286505546,781920.0
207831,1,Self-employed,-802.5,0.01885,2715,1.0,181.1068493150685,2.1986301369863015,0.03225833333333333,0.0,540000.0
207847,0,Business Entity Type 3,-613.2857143,0.025164,2151,1.3168,150.63287671232877,1.6802348336986301,0.039053007290400975,0.8277481842642983,948096.0
207902,0,Business Entity Type 1,-1463.75,0.072508,2937,1.0,156.64657534246575,4.010273972602739,0.05,0.0,450000.0
207934,0,Self-employed,-1093.5,0.00823,4187,1.1161615384615384,160.813698630137,2.995890410958904,0.033049393181301304,0.0,1305909.0
208055,0,Business Entity Type 2,-1229.333333,0.026392,1133,1.0,156.62739726027397,3.3680365287671234,0.03725333333333333,0.08961361694583768,675000.0
208073,0,Business Entity Type 3,,0.04622,3570,1.0,168.80547945205478,,0.05,,675000.0
208087,0,Security Ministries,-571.6666667,0.026392,1030,1.0,151.67945205479452,1.5662100457534245,0.03269333333333333,0.7649520667118749,675000.0
208101,0,Bank,-1291.75,0.072508,2144,1.0,153.14520547945204,3.539041095890411,0.02638,0.0,1800000.0
208155,0,Transport: type 4,-1172.166667,0.022625,1563,1.1584,162.72054794520548,3.2114155260273973,0.03304989640883978,1.2418246246605331,1042560.0
208179,0,Business Entity Type 3,-1027.058824,0.030755,2914,1.0,173.2164383561644,2.8138597917808217,0.1134,0.2907580333416775,225000.0
208188,0,Business Entity Type 3,-427.75,0.00496,1262,1.0,152.0246575342466,1.1719178082191781,0.10740909090909091,0.04885150279279063,99000.0
208214,0,Business Entity Type 3,-1848.666667,0.008625,1235,1.132,156.64657534246575,5.0648401835616434,0.11918727915194346,0.4471980248753901,254700.0
208350,0,Medicine,-940.75,0.030755,3414,1.0,174.78630136986303,2.5773972602739725,0.02759931506849315,0.1354322478462004,1314000.0
208382,0,Business Entity Type 3,-2596.333333,0.020713,4269,1.0,173.72876712328767,7.113242008219178,0.048625,0.0,180000.0
208507,0,Police,-907.4166667,0.030755,3248,1.0,153.98356164383563,2.4860730594520546,0.042515,0.8287913234779618,900000.0
208511,0,Medicine,-937.7142857,0.035792,1274,1.0,175.2082191780822,2.5690802347945207,0.05,0.08373487950205631,270000.0
208607,0,Other,-1259.545455,0.04622,2790,1.07128,155.81643835616438,3.4508094657534247,0.0380899484728549,0.26999826353623085,1928304.0
208641,0,Business Entity Type 3,-1628.4,0.003122,1290,1.0,166.2054794520548,4.461369863013699,0.051057142857142856,0.0,315000.0
208716,0,Transport: type 2,-782.0,0.009549,4005,1.264,180.8849315068493,2.1424657534246574,0.028652426160337554,0.6468705323239423,341280.0
208767,0,Medicine,-1404.0625,0.01885,4723,1.1056,165.2054794520548,3.8467465753424657,0.056274119633381574,0.22446313406619753,298512.0
208782,0,Self-employed,-1946.0,0.015221,1785,1.0,156.74246575342465,5.331506849315068,0.02924,0.6224666607843197,1125000.0
208793,0,Business Entity Type 3,,0.00702,2142,1.0,163.37260273972603,,0.06117821782178218,,454500.0
208794,0,Business Entity Type 3,-1236.5,0.026392,725,1.0,158.24657534246575,3.3876712328767122,0.03799,0.01540979556543759,450000.0
208798,0,Kindergarten,-1287.444444,0.009175,2058,1.0,157.28493150684932,3.5272450520547944,0.04810891089108911,0.33766949078462577,454500.0
208799,0,Industry: type 4,-1762.454545,0.072508,404,1.1584038461538462,161.75068493150684,4.828642589041096,0.0517788070455036,0.20773058588983878,542133.0
208818,0,Industry: type 9,-1548.0,0.035792,7978,1.0,179.8082191780822,4.241095890410959,0.04237,0.053403549325720806,900000.0
208820,0,Business Entity Type 3,-1386.0,0.072508,948,1.0,170.8082191780822,3.797260273972603,0.03476,0.7114467296322098,1800000.0
208869,0,School,-886.0,0.018801,3400,1.0,155.46849315068494,2.4273972602739726,0.04203960396039604,0.3213390172828282,454500.0
208878,0,Business Entity Type 3,-1323.5,0.00963,2031,1.1386,161.17808219178082,3.626027397260274,0.04810732478482347,0.25430416666666666,1024740.0
208932,0,Other,-266.0,0.010032,222,1.1584,149.23835616438356,0.7287671232876712,0.08058529005524862,1.6155842194504129,312768.0
208934,0,Construction,-629.0,0.01452,617,1.0,149.05479452054794,1.7232876712328766,0.10799,0.19328915662650603,450000.0
208946,0,Business Entity Type 3,-725.125,0.026392,3135,1.0,161.64657534246575,1.9866438356164384,0.11896039603960396,0.32650250306813466,454500.0
208951,0,Industry: type 9,,0.019689,2530,1.264,152.32876712328766,,0.0275,,568800.0
208961,0,Security,-1026.333333,0.035792,765,1.0,160.91780821917808,2.8118721452054793,0.02924,0.3706368330464716,1350000.0
209009,0,Business Entity Type 3,-567.3333333,0.015221,1581,1.0,150.95616438356166,1.554337899452055,0.05307,0.0,450000.0
209047,0,Business Entity Type 3,-398.5,0.016612,768,1.396,153.23835616438356,1.0917808219178082,0.02658154952525423,0.18773588457356816,640764.0
209148,0,Military,-639.6363636,0.006671,5048,1.1452,157.7945205479452,1.7524283934246574,0.026467293771905525,0.42474102660160923,1494486.0
209152,0,Military,-553.5,0.008068,3580,1.2772,156.2931506849315,1.5164383561643835,0.029346188835697135,0.4332615526802218,1206954.0
209160,0,Business Entity Type 3,-901.0,0.018029,2058,1.0,154.18356164383562,2.4684931506849317,0.05328,0.0,900000.0
209179,0,School,-1222.888889,0.031329,1199,1.0,176.56986301369864,3.3503805178082193,0.05,1.0048770086358012,202500.0
209193,0,Business Entity Type 3,,0.019101,1895,1.1584,156.586301369863,,0.05194521178637201,,781920.0
209195,0,Advertising,-873.4545455,0.00823,721,1.3168095238095239,180.43287671232878,2.3930261520547944,0.07380754348533614,0.5618853163686383,124438.5
209196,0,Business Entity Type 3,-685.5,0.008575,1213,1.05808,175.2821917808219,1.878082191780822,0.050799561469832145,1.583416539050536,1428408.0
209242,0,Government,-1561.5,0.002042,1565,1.0,174.17260273972602,4.278082191780822,0.04662,0.48227535397161936,450000.0
209272,0,Business Entity Type 3,-1523.0,0.007274,659,1.1056,167.93698630136987,4.1726027397260275,0.0793347503617945,0.153798191832069,398016.0
209282,0,Trade: type 2,-1243.25,0.01452,1689,1.0,154.53972602739725,3.4061643835616437,0.027771428571428572,0.1585641213651167,472500.0
209290,0,Business Entity Type 3,-1657.9375,0.018029,3271,1.0,165.67945205479452,4.542294520547945,0.06709933774834437,0.2834516821545991,679500.0
209338,0,Transport: type 4,,0.035792,751,1.0,174.3835616438356,,0.033164,,1125000.0
209433,0,Security Ministries,-1065.5,0.00702,2777,1.0,164.27945205479452,2.919178082191781,0.053275,0.21825777192960433,720000.0
209440,0,Business Entity Type 3,-1088.1,0.018029,196,1.198,166.04383561643834,2.9810958904109586,0.03225792988313857,0.2374937840455082,1078200.0
209467,0,School,-843.0769231,0.020713,431,1.1584,153.58904109589042,2.309799789315069,0.05125690607734806,0.3744825280193852,651600.0
209474,0,Self-employed,-810.0,0.04622,3720,1.0,188.7178082191781,2.219178082191781,0.0548,0.4274251811141644,1125000.0
209506,0,Services,-1517.0,0.032561,430,1.0,162.23835616438356,4.156164383561644,0.11324285714285715,0.0,315000.0
209518,1,Kindergarten,-583.0,0.010966,2102,1.264,152.6904109589041,1.5972602739726027,0.049098101265822786,0.9328833011075569,284400.0
209553,0,Government,-644.5,0.010643,1767,1.1161587837837839,165.81095890410958,1.7657534246575342,0.03591891834628295,0.6516353285824105,1486723.5
209626,0,Self-employed,,0.008474,4512,1.066,172.63835616438357,,0.09889305816135084,,239850.0
209697,0,Kindergarten,-1267.0,0.020713,4650,1.09504,172.54520547945205,3.4712328767123286,0.0348349962427987,0.4008335227362229,1724688.0
209892,0,Medicine,-1800.5,0.008019,1046,1.099,177.48767123287672,4.932876712328767,0.07045799211404306,0.0,148365.0
209922,0,School,-426.0,0.016612,5273,1.1187985074626865,162.21369863013697,1.167123287671233,0.04810597722770296,0.0,674635.5
209958,0,Medicine,-507.0,0.008068,969,1.132,161.75616438356164,1.389041095890411,0.03484393404004711,0.09947480992074538,1528200.0
209970,0,Kindergarten,,0.00496,7515,1.1188,164.45205479452054,,0.0482779168156358,,755190.0
209973,0,Business Entity Type 3,-519.6,0.035792,1446,1.1056,151.97808219178083,1.4235616438356165,0.06536722141823444,0.27874270742107127,497520.0
209981,0,Postal,-317.0,0.028663,2846,1.0,167.65753424657535,0.8684931506849315,0.03225984251968504,0.7001762253663466,571500.0
210017,0,University,-1652.333333,0.026392,4312,1.0,178.29041095890412,4.526940638356164,0.03965562913907285,0.0,679500.0
210027,0,Government,-968.1666667,0.035792,240,1.264,172.2054794520548,2.652511415616438,0.0563831429453535,0.0,233208.0
210037,0,Other,-1853.090909,0.003122,2877,1.1452019704433498,163.4191780821918,5.076961394520548,0.029362170718697844,0.4736875619909147,1046142.0
210062,0,School,-1379.8,0.008625,3459,1.0,160.75342465753425,3.7802739726027395,0.05106,0.4966614832535885,675000.0
210099,0,Government,-1044.888889,0.04622,805,1.0,162.05479452054794,2.862709284931507,0.03892,0.23153674197678886,900000.0
210121,0,Other,-167.5,0.00963,3942,1.0,162.8876712328767,0.4589041095890411,0.0377,0.6049,225000.0
210287,0,School,-272.0,0.00496,336,1.2112,163.15616438356165,0.7452054794520548,0.0488771466314399,0.5931710373221158,545040.0
210306,0,Self-employed,-1429.818182,0.008068,3452,1.396,171.413698630137,3.917310087671233,0.03554020804783854,0.3400559292608192,1155888.0
210317,0,Business Entity Type 3,,0.010556,3180,1.1386,153.2931506849315,,0.042508343579834885,,922266.0
210324,0,Self-employed,-1935.0,0.005084,275,1.079200061210046,161.14246575342466,5.301369863013699,0.050798039684860734,0.0,507775.5
210333,0,Industry: type 9,-850.5714286,0.035792,1967,1.0,167.84383561643835,2.33033268109589,0.042366666666666664,0.5870749905415322,675000.0
210334,0,Business Entity Type 1,-1032.333333,0.04622,1048,1.0792038834951456,168.6904109589041,2.828310501369863,0.0976807787113838,0.6414699745260107,500211.0
210351,0,Business Entity Type 3,-738.25,0.018634,202,1.198,155.13698630136986,2.0226027397260276,0.027655024168821676,0.7463893857834125,824823.0
210375,0,Other,-1269.5,0.035792,119,1.1452,170.37260273972603,3.478082191780822,0.02646408196530446,0.0,1546020.0
210399,0,Business Entity Type 3,-977.0,0.035792,2158,1.0,179.03835616438357,2.6767123287671235,0.03476,0.3703604845801607,1575000.0
210452,0,Business Entity Type 3,-602.0,0.028663,692,1.0,175.2082191780822,1.6493150684931508,0.05121428571428571,0.0,315000.0
210464,0,Insurance,,0.018801,335,1.0,171.3068493150685,,0.025392156862745097,,1147500.0
210512,0,Business Entity Type 3,-1708.0,0.02461,2296,1.0,159.51232876712328,4.67945205479452,0.0275,0.6608657042545095,1575000.0
210572,1,Government,-620.2,0.0105,1270,1.264,175.96712328767123,1.699178082191781,0.0486056170886076,0.552893920080988,91008.0
210605,0,Trade: type 2,-676.3333333,0.04622,2385,1.0528,152.3068493150685,1.8529680364383563,0.09349354103343466,0.19822212345130286,473760.0
210607,0,Business Entity Type 3,-738.0,0.04622,135,1.3168,162.23013698630137,2.021917808219178,0.030528554070473876,0.12341173999789982,622188.0
210615,0,Business Entity Type 3,-1744.214286,0.01452,1311,1.0,165.17260273972602,4.778669276712328,0.032494117647058826,0.40781501130755116,382500.0
210656,0,Housing,-730.0,0.030755,118,1.132,171.15342465753426,2.0,0.064160777385159,0.12293861144508048,509400.0
210695,0,Government,-587.0,0.04622,285,1.198,152.5917808219178,1.6082191780821917,0.02650814420430447,0.09528831515605564,997335.0
210700,0,Business Entity Type 3,-1305.666667,0.01452,3181,1.0,168.76164383561644,3.5771689506849316,0.0275,0.26497755626834346,1575000.0
210837,0,Construction,-2689.5,0.008474,805,1.4224,159.17260273972602,7.368493150684931,0.046822272215973,0.0,640080.0
210838,1,Industry: type 11,-103.0,0.028663,2607,1.0,156.75890410958905,0.2821917808219178,0.06816363636363636,0.8724,247500.0
210840,0,Transport: type 4,-1020.0,0.026392,1626,1.0,153.75068493150684,2.7945205479452055,0.07739,0.0,900000.0
210905,0,Business Entity Type 3,-1304.0,0.04622,4775,1.1584011976047903,162.21917808219177,3.5726027397260274,0.0348327500736613,0.3707232159700904,1741077.0
210951,0,Security Ministries,,0.018634,7148,1.1188,162.7917808219178,,0.03965409367179121,,1006920.0
211027,0,Business Entity Type 3,-480.0,0.018209,3712,1.0,156.96712328767123,1.3150684931506849,0.03031304347826087,0.75,517500.0
211107,0,Business Entity Type 2,-659.7,0.018209,1353,1.1188,178.1123287671233,1.8073972602739727,0.027498212370396853,0.21016671379204893,2013840.0
211168,0,Government,-2068.0,0.003069,1068,1.2376,152.1068493150685,5.6657534246575345,0.04252316311139841,0.0,835380.0
211217,0,Kindergarten,-815.2,0.04622,449,1.2904,161.24383561643836,2.233424657534247,0.0360595551766894,0.10353252084662914,929088.0
211255,0,Business Entity Type 3,-1120.5,0.018029,582,1.2112,180.64109589041095,3.06986301369863,0.03769717926800839,0.901075287672514,463284.0
211267,0,Business Entity Type 2,-1058.333333,0.00702,1174,1.0,152.2986301369863,2.8995433780821918,0.03226,0.0,675000.0
211299,0,Medicine,-950.4285714,0.026392,4835,1.1056,158.16438356164383,2.6039138942465754,0.09890557163531115,0.301917170876339,99504.0
211374,0,Business Entity Type 3,-1097.0,0.02461,290,1.0792,152.13150684931506,3.0054794520547947,0.06589140103780579,,485640.0
211407,0,Other,-1106.0,0.008866,4246,1.0,160.87671232876713,3.03013698630137,0.02924,0.739773060093272,1125000.0
211423,0,Military,-945.875,0.006296,849,1.0,159.17260273972602,2.5914383561643834,0.05444,0.24291821965353225,675000.0
211433,1,Business Entity Type 3,-577.3333333,0.006852,188,1.396,152.04109589041096,1.5817351597260276,0.036919147875918774,0.11740552485109829,722430.0
211468,0,Medicine,-765.0,0.030755,3755,1.1161583011583012,166.53698630136986,2.095890410958904,0.03314941972084335,0.2650560478328255,1300882.5
211502,0,Government,,0.011657,3578,1.0,181.38630136986302,,0.0314,,1350000.0
211506,0,School,-339.0,0.028663,138,1.1583980582524271,148.26849315068492,0.9287671232876712,0.04038888656078448,0.0,536917.5
211543,0,Business Entity Type 3,-1463.0,0.010276,2765,1.1584,156.5095890410959,4.008219178082192,0.06067852209944751,0.0,521280.0
211556,0,School,-1802.0,0.000533,3166,1.0,154.9972602739726,4.936986301369863,0.06116666666666667,0.0,270000.0
211689,0,Business Entity Type 3,-1364.961538,0.025164,1178,1.0,153.15616438356165,3.7396206520547945,0.048633333333333334,0.4612820209059759,405000.0
211726,0,School,-1297.888889,0.072508,3633,1.1188,176.95616438356166,3.555859969863014,0.027498850809540835,0.46124420627131657,1762110.0
211755,0,Business Entity Type 1,-914.0,0.00496,7721,1.1452016129032259,169.87123287671233,2.504109589041096,0.02934051617900778,0.8472266662793995,1278045.0
211791,0,Other,-695.6666667,0.016612,987,1.0,167.21369863013697,1.9059360731506847,0.02923,0.4410960451977401,450000.0
211792,0,Self-employed,-645.3636364,0.00702,168,1.1056,150.55342465753424,1.768119551780822,0.05212252773757839,0.6471733783518908,373140.0
211801,0,Emergency,-843.3333333,0.04622,277,1.0,150.7041095890411,2.3105022830136988,0.06504,0.6403450447928332,337500.0
211822,0,Business Entity Type 3,-1081.333333,0.01885,2211,1.0,155.3095890410959,2.962557076712329,0.026816949152542374,0.5138907776235775,1327500.0
211836,0,Self-employed,-808.0,0.018801,1555,1.0792,151.56986301369864,2.213698630136986,0.06682727946627132,0.012211646709791541,728460.0
211855,0,Housing,-663.0,0.015221,2079,1.0,153.6,1.8164383561643835,0.05,0.50561,135000.0
211919,0,School,-450.0,0.032561,947,1.0,157.65479452054794,1.2328767123287672,0.029237037037037037,0.4260378787878788,1215000.0
211920,0,School,-365.0,0.010556,1446,1.264,152.51232876712328,1.0,0.02660601265822785,0.545053331051791,568800.0
211928,0,School,-870.5,0.035792,1536,1.264,167.76986301369863,2.384931506849315,0.06718404661442637,0.19652183134063253,358344.0
211966,0,Self-employed,-850.6363636,0.006852,624,1.0,172.8794520547945,2.3305105852054795,0.09742,0.06233532706482158,225000.0
212033,0,Industry: type 11,-2127.8,0.008625,240,1.0,172.3835616438356,5.829589041095891,0.02866,0.0,675000.0
212058,0,School,-673.0,0.022625,1339,1.396,158.82191780821918,1.8438356164383563,0.029369627507163324,0.009159387854485924,979992.0
212084,0,Transport: type 4,-1791.0,0.009334,5411,1.0,161.0849315068493,4.906849315068493,0.05177659574468085,0.0,1269000.0
212131,0,Housing,-544.5,0.006629,1119,1.132,152.03013698630136,1.4917808219178081,0.06790597634045169,0.0,117162.0
212157,0,Business Entity Type 3,-594.8333333,0.030755,1500,1.3167857142857142,153.28493150684932,1.6296803652054797,0.07355573637103337,0.7895413900433601,165915.0
212178,1,Business Entity Type 3,,0.00496,352,1.0,154.17260273972602,,0.11897,,450000.0
212246,0,Business Entity Type 2,-1353.0,0.0228,1316,1.0,155.95342465753424,3.706849315068493,0.0489375,0.0,432000.0
212317,0,School,-1337.8,0.025164,3420,1.0,171.0958904109589,3.6652054794520548,0.02924,0.32825373896864873,1350000.0
212399,0,School,-1379.0,0.031329,2028,1.2376,156.9150684931507,3.778082191780822,0.051058500323206205,0.011338949609243542,1113840.0
212489,0,Government,-1870.0,0.031329,2057,1.1452,182.54246575342466,5.123287671232877,0.02647921760391198,0.1310530769230769,1288350.0
212551,0,Business Entity Type 3,-1342.333333,0.009175,188,1.2112,160.03013698630136,3.6776255698630136,0.04685435931307794,0.0,545040.0
212627,1,Business Entity Type 3,-525.8,0.010276,594,1.1188,176.96986301369864,1.4405479452054792,0.028723455907343407,0.7610340434782609,2039013.0
212628,0,School,-1058.666667,0.00496,5959,1.0,165.2986301369863,2.900456621917808,0.05,0.6374282719046568,405000.0
212640,0,Government,-1223.333333,0.018209,2323,1.0,157.53698630136986,3.3515981726027397,0.02638,0.5610369594056885,450000.0
212652,0,Self-employed,-932.5454545,0.008474,3330,1.264,165.5205479452055,2.5549190534246575,0.026615589606928714,0.5872556358381674,540360.0
212679,0,Transport: type 3,,0.030755,2908,1.528,171.43561643835616,,0.03814075246560331,,295668.0
212743,0,Business Entity Type 3,-951.8888889,0.005084,643,1.0,166.4054794520548,2.607914764109589,0.0275,0.5095680921783737,1800000.0
212752,0,Trade: type 7,-1198.6,0.035792,2537,1.0,156.5041095890411,3.2838356164383558,0.10266,0.21085528587461166,675000.0
212783,0,Construction,-514.0,0.072508,4314,1.0,179.42191780821918,1.4082191780821918,0.09992,0.422705985156303,900000.0
212823,0,Other,-1129.615385,0.006305,2745,1.132,182.6027397260274,3.0948366712328768,0.05583922261484099,0.09914467937500943,509400.0
212909,0,Industry: type 7,-1689.5,0.0228,151,1.0,184.26027397260273,4.6287671232876715,0.048106666666666666,0.0706896580147789,675000.0
212965,0,Business Entity Type 3,-987.25,0.010032,842,1.118799504950495,152.16164383561645,2.7047945205479453,0.02756225179482074,0.0,2033977.5
212985,0,Culture,-1469.4,0.003069,2181,1.0,176.93424657534246,4.025753424657535,0.048106666666666666,0.2919662671992898,675000.0
213012,0,Medicine,-1626.0,0.010276,2299,1.1188,181.9890410958904,4.454794520547945,0.028732315235711733,0.0,1762110.0
213052,0,Medicine,-422.625,0.014464,379,1.1452,171.3232876712329,1.1578767123287672,0.02758179066247526,0.42015565421198325,1546020.0
213055,0,Trade: type 2,-247.0,0.072508,778,1.0,150.04931506849314,0.6767123287671233,0.09254,0.0,225000.0
213064,0,Business Entity Type 3,-1314.181818,0.015221,196,1.0,163.11780821917807,3.6004981315068494,0.037219101123595506,0.3106415473781958,801000.0
213086,0,Trade: type 2,-1182.6,0.072508,495,1.066,155.77534246575343,3.2399999999999998,0.11866791744840526,0.5526079697892609,239850.0
213132,0,Business Entity Type 3,-328.0,0.035792,1314,1.0,156.7945205479452,0.8986301369863013,0.1061,0.0,360000.0
213194,0,Business Entity Type 2,-2055.333333,0.031329,7181,1.1188,179.13972602739727,5.63105022739726,0.03705756167322131,0.0,755190.0
213248,0,Trade: type 3,-818.0,0.032561,102,1.0,149.7917808219178,2.241095890410959,0.05087837837837838,0.0,1665000.0
213297,0,Business Entity Type 3,,0.008019,179,1.1451990049751244,164.33150684931508,,0.03225666311879575,,1035832.5
213329,0,Business Entity Type 3,-456.75,0.032561,1513,1.0,169.84383561643835,1.2513698630136987,0.10275247524752475,0.18305807864473705,454500.0
213348,0,Business Entity Type 3,-883.625,0.010276,2907,1.21779792746114,188.57534246575344,2.4208904109589042,0.05117961154721637,0.4617132415902141,1057657.5
213361,0,Other,-1761.0,0.028663,885,1.0,179.54246575342466,4.824657534246575,0.03894,0.4578190791406357,675000.0
213396,0,School,-484.0,0.00496,5418,1.132,161.06301369863013,1.326027397260274,0.09819038440946568,0.8657066666666666,168102.0
213399,0,University,-1714.0,0.015221,4695,1.0,161.2164383561644,4.695890410958904,0.03760377358490566,0.0,238500.0
213413,0,Business Entity Type 3,-933.4375,0.04622,2840,1.2376,169.13150684931506,2.5573630136986303,0.04236694677871149,0.22505834416958706,835380.0
213520,0,Business Entity Type 3,-400.5,0.008019,227,1.396,155.4931506849315,1.0972602739726027,0.026482808022922636,0.5622197309417041,1256400.0
213662,0,Business Entity Type 3,,0.020713,669,1.1056,151.31506849315068,,0.06681892185238784,,398016.0
213710,0,Business Entity Type 3,-478.0,0.035792,2391,1.1188,178.64657534246575,1.3095890410958904,0.0482779168156358,0.7632347916666666,755190.0
213786,0,Kindergarten,-1412.714286,0.018801,890,1.1452,167.75342465753425,3.870450098630137,0.029339853300733496,0.5644234882819289,1288350.0
213792,0,Emergency,-1843.5,0.032561,1747,1.0,173.84657534246574,5.050684931506849,0.02924,0.07098917322834646,1350000.0
213817,0,Medicine,-911.8181818,0.04622,2165,1.1451980676328501,153.66849315068492,2.4981320049315068,0.03238053455723542,0.1834243126389036,1066752.0
213978,0,Business Entity Type 3,-1285.333333,0.016612,725,1.0,149.6027397260274,3.52146118630137,0.05,0.0,180000.0
214019,0,Other,-976.3,0.006671,2351,1.0,182.0054794520548,2.674794520547945,0.048106666666666666,0.41655117810308645,337500.0
214047,0,Business Entity Type 3,-797.0,0.020246,114,1.4224,150.14520547945204,2.1835616438356165,0.04883998875140608,0.030132333754426657,640080.0
214105,0,Self-employed,-2734.0,0.04622,864,1.0,175.7123287671233,7.49041095890411,0.0651,0.0,405000.0
214113,0,Business Entity Type 3,-2019.8,0.009334,2699,1.1188,184.3945205479452,5.533698630136986,0.04261368473023818,0.26375256520093243,528633.0
214131,0,Business Entity Type 3,-455.6666667,0.022625,998,1.0,182.56986301369864,1.2484018265753425,0.02923846153846154,0.88817765625,1170000.0
214147,1,Business Entity Type 3,,0.006296,644,1.2112,156.07945205479453,,0.04685435931307794,,545040.0
214149,0,Self-employed,-2291.666667,0.018634,3119,1.066,156.78082191780823,6.27853881369863,0.10146341463414635,0.0,239850.0
214234,0,Other,-1425.3,0.04622,10223,1.099,182.85479452054796,3.904931506849315,0.06959053685168334,0.3511032145646285,247275.0
214243,0,Business Entity Type 3,,0.04622,2806,1.095040625,181.53150684931506,,0.03139723697465562,,1576858.5
214250,0,Trade: type 3,,0.003122,1330,1.198,146.14520547945204,,0.027621035058430717,,1078200.0
214259,0,Medicine,-1289.6,0.04622,4993,1.066,160.26575342465753,3.5331506849315066,0.11309803001876173,0.0,383760.0
214271,0,Industry: type 11,-968.8,0.019101,3722,1.0,175.57534246575344,2.6542465753424658,0.07900666666666667,0.3220281853796262,675000.0
214272,0,Kindergarten,-1022.428571,0.020246,4777,1.1452,169.2931506849315,2.8011741671232877,0.02923797881010595,0.582601709795733,1546020.0
214294,0,Police,,0.019101,7658,1.0,170.65753424657535,,0.05,,810000.0
214346,0,Business Entity Type 2,,0.032561,2230,1.1452,173.8904109589041,,0.027497380370241006,,1546020.0
214412,0,Business Entity Type 3,-1024.0,0.028663,1234,1.0,183.6904109589041,2.8054794520547945,0.05,0.030873129730838403,270000.0
214435,0,Security Ministries,-903.0,0.002134,1211,1.528,156.17260273972602,2.473972602739726,0.04901832460732984,0.0,343800.0
214461,1,Business Entity Type 3,-1802.142857,0.030755,3064,1.1452,184.56712328767122,4.937377690410959,0.02758179066247526,0.03705141751949377,1546020.0
214479,0,Business Entity Type 3,-187.0,0.026392,976,1.0,166.62191780821917,0.5123287671232877,0.026378378378378378,0.0,1332000.0
214485,0,Business Entity Type 3,-555.0,0.04622,446,1.0,175.7123287671233,1.5205479452054795,0.05584,0.0,1125000.0
214577,0,Business Entity Type 3,-579.0,0.018209,3237,1.0,171.5205479452055,1.5863013698630137,0.02924,0.0,1125000.0
214579,0,Government,-1313.666667,0.006852,814,1.3432,158.87671232876713,3.5990867589041096,0.03591919793527894,0.8241787231793853,906660.0
214753,0,Business Entity Type 3,-423.0,0.072508,664,1.1452014925373135,151.86575342465753,1.158904109589041,0.027594049147318143,0.10907818679647095,1381113.0
214771,0,Security,,0.035792,169,1.1188,187.14520547945204,,0.06709569777142176,,755190.0
214847,0,Business Entity Type 3,-768.6666667,0.032561,930,1.2217619047619048,148.6931506849315,2.105936073150685,0.030432240714035157,1.2557267441860465,1154565.0
214852,0,Security Ministries,-2617.5,0.025164,2331,1.4752121212121212,164.2109589041096,7.171232876712328,0.051641263711433384,0.0,219069.0
214900,0,Transport: type 4,-1358.611111,0.032561,139,1.0,172.43561643835616,3.722222221917808,0.0575875,0.18319078785041862,720000.0
214916,0,Self-employed,,0.032561,95,1.1584,152.19452054794522,,0.06699470534069982,,781920.0
214951,0,Business Entity Type 3,-1202.0,0.04622,1923,1.0,165.76712328767124,3.293150684931507,0.03476,0.268374460620279,1800000.0
214984,0,Business Entity Type 3,-694.0,0.02461,746,1.0,151.76164383561644,1.9013698630136986,0.05,0.0,135000.0
215066,0,Postal,-533.6666667,0.019101,446,1.0,158.85479452054796,1.4621004567123286,0.04864,0.5897733215105836,450000.0
215169,0,Cleaning,-1889.363636,0.030755,2376,1.1188,160.96438356164384,5.176338728767123,0.0274974786418284,0.006943347813324983,1686591.0
215198,0,Business Entity Type 3,-1310.888889,0.032561,620,1.0,159.42465753424656,3.591476408219178,0.027498338870431894,0.3858873264909346,1354500.0
215216,0,Business Entity Type 3,-1281.0,0.00496,1337,1.052803738317757,160.67123287671234,3.5095890410958903,0.10795383932534398,0.0,506925.0
