SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
160936,0,Cash loans,F,N,N,0,180000,239850,23494.5,225000,Family,State servant,Higher education,Married,House / apartment,0.006852,-24676,-15727,-8582,-3441,,1,1,0,1,0,0,Core staff,2,3,3,FRIDAY,8,0,0,0,0,1,1,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160941,0,Cash loans,F,N,N,0,112500,849685.5,28080,733500,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.010556,-15759,-905,-1960,-4077,,1,1,0,1,0,0,,2,3,3,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.0216,0.0206,0.9871,,,0,0.0345,0.0833,,0.0234,,0.0141,,0.0085,0.0221,0.0214,0.9871,,,0,0.0345,0.0833,,0.0239,,0.0147,,0.009,0.0219,0.0206,0.9871,,,0,0.0345,0.0833,,0.0238,,0.0143,,0.0087,,specific housing,0.0111,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160996,0,Cash loans,F,Y,N,0,135000,509922,27297,472500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006008,-17166,-8821,-8854,-715,22,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,16,0,0,0,0,0,0,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
160999,0,Cash loans,M,N,N,0,157500,364896,13653,315000,Unaccompanied,Working,Higher education,Married,With parents,0.030755,-11177,-944,-3222,-3820,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,17,0,0,0,1,1,1,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
161008,0,Cash loans,F,N,N,0,180000,351000,13230,351000,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-20860,-1907,-10931,-4376,,1,1,0,1,1,0,,2,2,2,TUESDAY,18,0,0,0,0,0,0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161038,0,Cash loans,M,Y,N,0,135000,640080,31261.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.003069,-18466,-5496,-4307,-2015,8,1,1,0,1,0,0,Laborers,2,3,3,THURSDAY,13,0,0,0,0,0,0,Industry: type 11,0.0515,0.0598,0.9891,,,0,0.1379,0.1667,,0.0431,,0.031,,0,0.0525,0.062,0.9891,,,0,0.1379,0.1667,,0.0441,,0.0323,,0,0.052,0.0598,0.9891,,,0,0.1379,0.1667,,0.0438,,0.0315,,0,,block of flats,0.0421,"Stone, brick",No,0,0,0,0,-1370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161040,0,Cash loans,M,Y,N,0,117000,284400,17064,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.011703,-9235,-1493,-7430,-1522,20,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,11,0,0,0,1,1,1,Business Entity Type 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161042,0,Cash loans,F,N,N,0,315000,315000,21307.5,315000,Family,State servant,Higher education,Married,House / apartment,0.0228,-10322,-2434,-917,-404,,1,1,1,1,0,0,Core staff,2,2,2,TUESDAY,9,0,0,0,0,1,1,Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
161100,0,Cash loans,F,N,N,0,126000,171000,11565,171000,Family,Working,Higher education,Married,House / apartment,0.019101,-11130,-191,-241,-3225,,1,1,0,1,0,0,Core staff,2,2,2,SUNDAY,15,0,0,0,0,0,0,Kindergarten,0.0247,0.0378,0.9801,0.728,0.0096,0,0.069,0.0833,0.0417,0.0133,0.0202,0.0168,0,0,0.0252,0.0392,0.9801,0.7387,0.0097,0,0.069,0.0833,0.0417,0.0136,0.022,0.0175,0,0,0.025,0.0378,0.9801,0.7316,0.0097,0,0.069,0.0833,0.0417,0.0135,0.0205,0.0171,0,0,reg oper account,block of flats,0.0185,"Stone, brick",No,0,0,0,0,-416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
161114,0,Revolving loans,M,Y,N,0,900000,675000,33750,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-11862,-903,-371,-4468,12,1,1,0,0,1,0,,2,1,1,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.0845,0.4968,0.9846,0.8912,0.0209,0.06,0.0345,0.3542,0.0417,0.0326,0.0202,0.1003,0.1081,0.2986,0.0546,0.5156,0.9777,0.8955,0.0211,0.0403,0.0345,0.1667,0.0417,0.011,0.022,0.0659,0.1089,0.3161,0.0854,0.4968,0.9846,0.8927,0.021,0.06,0.0345,0.3542,0.0417,0.0332,0.0205,0.1021,0.1087,0.3049,org spec account,block of flats,0.1953,"Stone, brick",No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
161183,0,Cash loans,M,Y,N,0,270000,494550,39780,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-18346,-661,-1661,-875,1,1,1,1,1,1,0,Managers,2,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.1649,0.1582,0.9786,,,0,0.2759,0.1667,,0.1242,,0.1411,,0.04,0.1681,0.1641,0.9786,,,0,0.2759,0.1667,,0.1271,,0.147,,0.0424,0.1665,0.1582,0.9786,,,0,0.2759,0.1667,,0.1264,,0.1437,,0.0409,,block of flats,0.1343,Panel,No,0,0,0,0,-800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
161316,0,Cash loans,F,N,N,0,135000,1327500,36504,1327500,Unaccompanied,Working,Higher education,Married,House / apartment,0.004849,-12510,-2339,-6467,-3231,,1,1,0,1,1,0,Core staff,2,2,2,MONDAY,16,0,0,0,0,0,0,Bank,0.114,0.0824,0.9921,0.9252,0.0458,0.112,0.131,0.2667,0,0.0877,0.0569,0.1023,0.0129,0.0365,0.042,0.0613,0.994,0.9216,0.0282,0,0.069,0.3333,0,0.0642,0.0367,0.0193,0,0,0.0749,0.0653,0.994,0.9195,0.0398,0.08,0.1034,0.3333,0,0.0639,0.0419,0.0759,0,0.0014,reg oper account,block of flats,0.2401,"Stone, brick",No,1,1,1,1,-2818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
161350,0,Cash loans,F,N,N,0,180000,675000,32602.5,675000,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.010276,-20600,-10053,-5631,-4160,,1,1,1,1,0,0,Core staff,2,2,2,MONDAY,14,0,0,0,0,0,0,School,,,0.9568,,,,,,,,,0.0028,,,,,0.9568,,,,,,,,,0.0029,,,,,0.9568,,,,,,,,,0.0028,,,,block of flats,0.0029,,Yes,4,0,4,0,-847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
161355,0,Cash loans,F,Y,N,0,112500,1211049,35410.5,1057500,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-20532,-115,-8342,-3176,3,1,1,0,1,1,0,Sales staff,2,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.1004,0.0721,0.9916,0.8844,0.0359,0.096,0.0828,0.35,0.3917,0.1142,0.0819,0.1059,0.0008,0.0008,0.0746,0.0415,0.9881,0.8432,0.019,0.0806,0.069,0.3333,0.375,0.2208,0.0652,0.0786,0,0,0.0833,0.064,0.993,0.9061,0.0307,0.08,0.069,0.3333,0.375,0.1163,0.0684,0.0938,0,0,reg oper account,block of flats,0.1615,Panel,No,0,0,0,0,-1595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
161363,0,Cash loans,F,Y,N,0,360000,1338367.5,89802,1282500,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-21388,-4708,-15435,-4926,6,1,1,0,1,1,0,,2,1,1,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.4454,0.1869,0.9781,0.7008,0.0003,0.72,0.3103,0.5417,0.0417,0,0.3631,0.4693,0,0.9212,0.4538,0.194,0.9782,0.7125,0.0003,0.725,0.3103,0.5417,0.0417,0,0.3967,0.4889,0,0.9752,0.4497,0.1869,0.9781,0.7048,0.0003,0.72,0.3103,0.5417,0.0417,0,0.3694,0.4777,0,0.9405,reg oper account,block of flats,0.5694,Panel,No,0,0,0,0,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
161412,0,Cash loans,M,N,N,0,144000,1051294.5,30870,918000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.018634,-19482,-1072,-5771,-399,,1,1,0,1,1,0,Security staff,2,2,2,FRIDAY,11,0,0,0,0,0,0,Security,0.2186,0.0002,0.9916,0.8844,0,0.24,0.2069,0.3333,0.0417,0.122,0.1782,0.1449,0,0.1119,0.2227,0.0002,0.9916,0.8889,0,0.2417,0.2069,0.3333,0.0417,0.1248,0.1947,0.1509,0,0.1184,0.2207,0.0002,0.9916,0.8859,0,0.24,0.2069,0.3333,0.0417,0.1241,0.1813,0.1475,0,0.1142,,block of flats,0.1862,"Stone, brick",No,0,0,0,0,-410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
161417,0,Cash loans,F,Y,N,0,90000,687600,18265.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.016612,-10984,-2649,-2174,-2412,8,1,1,0,1,0,0,Medicine staff,2,2,2,THURSDAY,16,0,0,0,0,1,1,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161453,0,Cash loans,F,N,N,0,315000,450000,21109.5,450000,Family,Working,Higher education,Married,House / apartment,0.030755,-10155,-647,-3040,-1731,,1,1,1,1,1,0,Managers,2,2,2,TUESDAY,12,1,1,1,1,1,1,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
161486,1,Cash loans,F,N,N,0,67500,1125000,30168,1125000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-13451,-137,-5674,-4219,,1,1,1,1,0,0,,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Government,0.0227,,0.9801,,,0,0.1034,0.0417,,,,0.0177,,0,0.0231,,0.9801,,,0,0.1034,0.0417,,,,0.0184,,0,0.0229,,0.9801,,,0,0.1034,0.0417,,,,0.018,,0,,block of flats,0.0139,"Stone, brick",No,1,0,1,0,-1887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161585,0,Cash loans,M,N,N,0,126000,900000,29745,900000,Family,Commercial associate,Higher education,Married,House / apartment,0.00963,-10071,-1051,-6162,-2724,,1,1,1,1,1,1,,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.0887,0.0942,0.9846,0.7892,0.0117,0,0.2069,0.1667,0.2083,0.0164,0.0723,0.0761,0,0,0.0903,0.0978,0.9846,0.7975,0.0118,0,0.2069,0.1667,0.2083,0.0167,0.079,0.0793,0,0,0.0895,0.0942,0.9846,0.792,0.0118,0,0.2069,0.1667,0.2083,0.0166,0.0735,0.0775,0,0,reg oper account,block of flats,0.0663,Panel,No,0,0,0,0,-1614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
161805,0,Cash loans,M,N,N,0,180000,225000,10489.5,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007274,-10405,-404,-858,-2983,,1,1,0,1,1,0,Core staff,2,2,2,MONDAY,17,0,0,0,0,0,0,Other,0.1454,0.0642,0.9985,0.9796,0.0776,0.24,0.1034,0.4583,0.5,0.0482,0.1185,0.1313,0,0,0.1481,0.0666,0.9985,0.9804,0.0784,0.2417,0.1034,0.4583,0.5,0.0493,0.1295,0.1368,0,0,0.1468,0.0642,0.9985,0.9799,0.0781,0.24,0.1034,0.4583,0.5,0.049,0.1206,0.1336,0,0,reg oper spec account,block of flats,0.1457,"Stone, brick",No,1,0,1,0,-2447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
161937,0,Cash loans,M,Y,N,0,270000,1467612,58333.5,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-20359,-5661,-6796,-1172,11,1,1,0,1,1,0,Drivers,2,3,3,FRIDAY,13,0,0,0,0,0,0,Trade: type 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162143,0,Revolving loans,M,N,N,0,194445,225000,11250,225000,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.04622,-11811,-1038,-2084,-2084,,1,1,1,1,0,1,High skill tech staff,2,1,1,FRIDAY,20,1,1,0,1,1,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162187,0,Cash loans,F,N,N,0,144000,472500,20146.5,472500,Family,Commercial associate,Higher education,Married,House / apartment,0.022625,-19730,-4827,-7109,-3260,,1,1,0,1,0,0,Managers,2,2,2,TUESDAY,8,0,0,0,0,1,1,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162222,0,Cash loans,F,Y,N,0,288000,900000,45954,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-16965,-1479,-4831,-507,5,1,1,1,1,1,0,Managers,2,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.0557,0.0255,0.9891,0.8504,0.0146,0.04,0.0345,0.3333,0.375,0.0442,0.0454,0.0526,0,0.0367,0.0567,0.0265,0.9891,0.8563,0.0147,0.0403,0.0345,0.3333,0.375,0.0452,0.0496,0.0549,0,0.0388,0.0562,0.0255,0.9891,0.8524,0.0147,0.04,0.0345,0.3333,0.375,0.0449,0.0462,0.0536,0,0.0374,reg oper account,block of flats,0.0494,Panel,No,2,0,2,0,-504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162224,0,Cash loans,M,Y,N,0,180000,900000,29745,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.014464,-18817,-1134,-4957,-2360,64,1,1,1,1,1,0,Laborers,2,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
162255,1,Cash loans,M,N,N,0,180000,679500,30834,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.006207,-12376,-1413,-2656,-3536,,1,1,1,1,1,0,,2,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.1007,,0.997,0.9524,0.0235,0.1064,0.0917,0.3608,0.4025,,0.0815,0.1139,0.0039,0.0041,0.0735,,0.9975,0.9608,0.0194,0.0806,0.069,0.375,0.4167,,0.0643,0.0892,0,0,0.0729,,0.9975,0.9597,0.0198,0.08,0.069,0.375,0.4167,,0.0599,0.0873,0.0039,0.0014,org spec account,block of flats,0.0781,Panel,No,4,1,4,1,-1478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162259,0,Cash loans,M,Y,N,0,180000,604152,24606,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00963,-10170,-1183,-4963,-2764,2,1,1,0,1,1,0,,2,2,2,THURSDAY,15,0,1,1,0,1,1,Business Entity Type 3,0.1196,0.134,0.9876,0.83,0.0151,0,0.2759,0.1667,0.2083,0.1314,0.0975,0.1134,0,0,0.1218,0.139,0.9876,0.8367,0.0153,0,0.2759,0.1667,0.2083,0.1344,0.1065,0.1182,0,0,0.1207,0.134,0.9876,0.8323,0.0152,0,0.2759,0.1667,0.2083,0.1337,0.0992,0.1154,0,0,reg oper account,block of flats,0.1042,Panel,No,0,0,0,0,-189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162354,0,Cash loans,F,N,N,0,135000,1125000,44617.5,1125000,Unaccompanied,Working,Higher education,Married,Rented apartment,0.016612,-17712,-810,-180,-1263,,1,1,1,1,0,0,Core staff,2,2,2,WEDNESDAY,16,0,0,0,1,1,0,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162377,0,Cash loans,M,N,N,0,225000,508495.5,24462,454500,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.030755,-13021,-5082,-4705,-4529,,1,1,1,1,0,0,Managers,2,2,2,WEDNESDAY,19,0,0,0,1,1,0,Business Entity Type 2,0.0928,0.1314,0.9876,,,0,0.2414,0.1667,,0.1201,,0.0932,,0,0.0945,0.1363,0.9876,,,0,0.2414,0.1667,,0.1228,,0.0971,,0,0.0937,0.1314,0.9876,,,0,0.2414,0.1667,,0.1222,,0.0948,,0,,block of flats,0.0733,"Stone, brick",No,1,0,1,0,-2945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
162428,1,Cash loans,F,Y,N,0,225000,1350000,39465,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-15288,-3064,-3095,-3095,2,1,1,1,1,0,0,,2,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.2742,0,0.9791,0.7144,0.3273,0,0.3793,0.1667,0.2083,0,0.2236,0.0636,0,0,0.2794,0,0.9791,0.7256,0.3303,0,0.3793,0.1667,0.2083,0,0.2443,0.0663,0,0,0.2769,0,0.9791,0.7182,0.3294,0,0.3793,0.1667,0.2083,0,0.2275,0.0648,0,0,reg oper account,block of flats,0.179,Block,No,0,0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162456,0,Cash loans,F,N,N,0,135000,1369773,54324,1260000,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.030755,-14141,-707,-3126,-4343,,1,1,1,1,0,0,Core staff,2,2,2,SATURDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.1082,0.0756,0.9935,0.9048,0.1395,0.1,0.0862,0.3646,0.1667,0.0051,0.0829,0.1006,0.0051,0.0089,0.0777,0.0537,0.9965,0.9477,0.0401,0.0403,0.0345,0.375,0.0417,0,0.0661,0.0685,0.0078,0,0.1041,0.0601,0.9965,0.9463,0.1573,0.1,0.0862,0.375,0.0417,0.0052,0.0684,0.0827,0.0078,0.0009,org spec account,block of flats,0.0854,"Stone, brick",No,0,0,0,0,-1589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162509,0,Cash loans,F,N,N,0,135000,247675.5,29524.5,229500,Family,Commercial associate,Higher education,Married,Office apartment,0.019101,-10969,-1856,-4668,-3640,,1,1,0,1,0,0,Sales staff,2,2,2,TUESDAY,17,0,0,0,0,0,0,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162651,0,Cash loans,M,Y,N,0,225000,1515415.5,41670,1354500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-20036,-2574,-9576,-3472,22,1,1,1,1,1,0,Managers,2,3,3,WEDNESDAY,18,0,0,0,0,0,0,Construction,0.1485,0.1543,0.9871,0.8232,0.0676,0,0.3103,0.1667,0.2083,0.0279,0.121,0.136,0,0,0.1513,0.1602,0.9871,0.8301,0.0682,0,0.3103,0.1667,0.2083,0.0285,0.1322,0.1417,0,0,0.1499,0.1543,0.9871,0.8256,0.068,0,0.3103,0.1667,0.2083,0.0284,0.1231,0.1384,0,0,reg oper account,block of flats,0.1439,Panel,No,0,0,0,0,-1189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162717,0,Cash loans,M,N,N,0,202500,733315.5,39069,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622,-15016,-539,-923,-705,,1,1,1,1,0,0,Security staff,2,1,1,MONDAY,16,0,1,1,0,1,1,Business Entity Type 3,0.0639,0,0.9742,0.6464,0.0056,0,0.1379,0.125,0.1667,0.0303,0.0496,0.0462,0.0116,0.0134,0.0651,0,0.9742,0.6602,0.0056,0,0.1379,0.125,0.1667,0.0309,0.0542,0.0482,0.0117,0.0142,0.0645,0,0.9742,0.6511,0.0056,0,0.1379,0.125,0.1667,0.0308,0.0504,0.0471,0.0116,0.0137,reg oper account,block of flats,0.0423,"Stone, brick",No,3,0,3,0,-37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162743,0,Cash loans,F,N,N,0,157500,585000,16218,585000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006671,-19478,-836,-8812,-2994,,1,1,0,1,0,0,Core staff,2,2,2,SUNDAY,17,0,0,0,1,1,0,Government,,,0.9657,,,,0.1034,0.0833,,,,,,,,,0.9657,,,,0.1034,0.0833,,,,,,,,,0.9657,,,,0.1034,0.0833,,,,,,,,block of flats,0.0121,"Stone, brick",No,1,0,1,0,-268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
162788,0,Cash loans,F,Y,N,0,112500,1350000,40932,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,0.0105,-16071,-230,-2126,-4086,4,1,1,0,1,1,0,,2,3,3,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0705,,No,2,0,2,0,-266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
162818,0,Revolving loans,F,N,N,0,157500,450000,22500,450000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00702,-10510,-2514,-4600,-3060,,1,1,0,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,12,0,0,0,1,1,1,Emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
